gruiformes: Animal
antrozous: Animal
eleutherodactylus: Animal
moonwort: Nature
tiliaceae: Nature
mnium: Nature
testacean: Animal
processing: Tech
myxinidae: Animal
reptantia: Animal
candlepower: Light
trichloroethylene : Toxic
hormone : Life
buxus : Nature
kabob : Piercing
stonefly : Animal
perianth : Nature
artemisia : Nature
trident : Piercing
crocodylia : Animal
platypus : Animal
naturalist : Nature
pilotfish : Animal
trolleybus : Tech
neon : Electric
hamming : Tech
fertility : Life
strabotomy : Cutting
caladium : Nature
bramble : Nature
gemma : Earth
pandanaceae : Nature
quicksand : Water
aerialist : Air
fig : Nature
spade : Cutting
cartridge : Tech
hermissenda : Nature
star : Light
adenium : Nature
stylet : Piercing 
obstetrician: Healing
glyph: Magic
backscratcher: Blunt
rawhide: Animal
cottonweed: Nature
cryometer: Tech
bitmap: Tech
greenness: Nature
hurling : Blunt
bohrium : Tech
caprimulgidae : Animal
repellent : Toxic
will-o'-the-wisp : Fire
samarium : Tech
domestication : Nature
altimeter : Tech
deviousness : Evil
cullis : Cutting
pitahaya : Life
chamaeleon : Animal
plastid : Life
armorer : Tech
oxlip : Nature
torturer : Evil
whitebait : Animal
annihilation : Death
chevrotain : Animal
brittlebush : Nature
ratchet : Tech
cockchafer : Animal
saxe : Cutting
anesthesiology : Healing
converter : Tech
countersubversion: Evil
percoidea: Animal
lymphopoiesis: Healing
stalin: Evil
nicotiana: Nature
narcosis: Toxic
extraction : Water
rat-catcher : Animal
amulet : Magic
crosswind : Air
lechwe : Nature
terror : Evil
bullfight : Blunt
squamata : Animal
luciferin : Light
thespesia : Nature
rhus : Nature
leporidae : Animal
tragelaphus : Animal 
inoculation : Healing
tagliatelle : Cutting
cyprinid : Animal
antiflatulent : Toxic
software : Tech
ultraviolet : Light
marsupial : Animal
oryctolagus : Animal
sarcoma : Toxic
electrostatics : Electric
piroplasm : Toxic
gimbal : Tech
respiration : Life
boil : Fire
greenshank : Nature
fairy : Magic
psettichthys : Animal
osteoarthritis : Healing
sarcoptes : Toxic
smew : Animal
scophthalmus : Animal
arcade : Tech
redpoll : Animal
armadillidiidae : Animal
zombi : Death
reovirus : Toxic
antibody : Healing
cercocebus : Animal
scorpaenid : Animal
thornbill : Animal
gargoyle : Dark
detonator : Fire
holocentridae : Animal
minefield : Earth
lifeguard : Life
sprinkler : Water
oceanfront : Water 
schipperke : Animal
beekeeper : Animal
backfire : Fire
overdrive : Tech
bombazine : Fire
testimony : Good
cotinga : Animal
snowman : Water
prominence : Fire
prosecution : Evil
cricetus : Animal
stockfish : Water
nyctimene : Animal
fruitlet : Nature
fuego : Fire
industrialism : Tech
kudu : Animal
necromancy : Magic
antioxidant : Healing 
melospiza : Animal
tailorbird : Animal
distillate : Water
phoeniculidae : Animal
raisin : Nature
radiance : Light
drymarchon : Animal
keycard : Tech
bladderwort : Nature
stone : Earth
balanitis : Toxic 
extractor : Tech 
caustic : Toxic 
coltsfoot : Nature 
sting : Piercing 
trichomoniasis : Toxic 
thiouracil : Toxic 
lapin: Animal
sedge : Nature 
whittle : Cutting
enterotoxin : Toxic
impulse: Electric
squilla : Water
alfalfa : Earth
delphinidae : Animal
tellurium : Earth
echinoderm : Water
sapling : Nature
mistflower : Nature
poeciliidae : Animal 
ophioglossaceae : Nature
precipitate : Water
southernwood : Nature
xenosauridae : Animal
sapindaceae : Nature
dewdrop : Water
marigold : Nature
belamcanda : Nature
clipping : Cutting
bushbuck : Animal
clinic : Healing
curandero : Healing
hydromancer : Water
seiche : Water
hymenomycetes : Nature
valetudinarian : Healing
sling : Blunt
glint : Light
gliridae: Animal
multiprocessing: Tech
daphnia: Animal
primrose: Nature
blackmailer: Evil
aleyrodidae: Animal
lyginopteris: Nature
mimus : Animal
ophidiidae : Animal
hydromyinae : Animal
chilomycterus : Animal
longhorn : Animal
stickball : Blunt
divination : Magic
marabou : Animal
orycteropodidae : Animal
exhaustion : Life
sickle : Cutting
circaea : Nature
sumerology : Magic
penance : Good
sphaeralcea : Nature
vaporizer : Tech
animal : Animal 
pier : Piercing
fantasy: Magic
leptodactylus: Animal
perca: Animal
checkpoint: Tech
acarus: Animal
breccia : Earth
soapsuds : Water
terrapene : Animal
apis : Animal
craton : Earth
adoration : Good
macumba : Magic
homunculus : Magic
razor : Cutting
phencyclidine : Toxic
ragweed : Nature
thermopile : Tech
star-of-bethlehem : Light
henbit : Nature
myxocephalus : Animal
notonectidae : Animal
resinoid : Nature
condensate : Water
bathyergus : Animal
photon : Light
outflow : Water
harpia : Animal
waterway : Water
caressing : Healing
pinworm : Animal
coneflower : Nature
crossbow : Piercing
lumpfish : Animal
she-oak : Nature
lorisidae : Animal
spodumene : Earth
multiprocessor : Tech
diamondback : Animal
ergot : Toxic
farmland : Nature
muskellunge : Animal
cayuse : Animal
surgeonfish : Animal 
consequence : Nature
backplate : Tech
scyliorhinidae : Animal
hexanchidae : Animal
prosthetist : Tech
leatherjacket : Animal
scrapheap : Earth
lophophora : Nature
putrescine : Toxic
spirituality : Light
neuroptera : Animal
lookdown : Animal 
cutworm : Cutting
lithops : Earth
lomogramma : Nature
arborvitae : Nature
malva : Nature
lion: Animal
prunus : Nature
reproduction : Life
achondrite : Earth
cedar : Nature
goose : Animal
lathyrus : Nature
assembler : Tech
tribulus : Nature
arquebus : Fire
briarroot : Nature
condemnation : Evil
philanthropist : Good
artiodactyla : Animal
evernia : Nature
chufa : Nature
sunnah : Light
greaves : Blunt
chomping : Cutting
myrmecophile : Animal
ventilation : Air
wirework : Tech
betterment : Life 
fluidram : Water 
lymantria : Dark
globin : Animal
telegnosis : Tech
vishnu : Good
remains : Death 
hyemoschus : Animal
salicornia : Nature
artemia : Animal
peneidae : Animal
bamboo : Nature
silurid : Animal
adversary : Evil
nepenthaceae : Nature
fresnel : Light
defiance : Good
technology : Tech
chelation : Healing
mayapple : Nature
lamb : Animal
acipenseridae : Animal
epee : Piercing
wicker : Nature
cisterna : Water
bronco : Animal
mulch : Earth
matchlock : Fire
wether : Animal
maianthemum : Nature
shellfish : Animal
lavatera : Nature
clorox : Toxic
aqueduct : Water
underbrush : Nature
tonic : Healing
phasmid : Animal
screamer : Nature
tarn : Water
venom : Toxic
hatefulness : Evil
slander : Evil
mascot : Animal
echeneididae : Animal
dagger : Cutting
zantedeschia : Nature 
fritillaria : Nature
sleep : Life
whiplash : Blunt 
isopod : Animal
grub : Animal
oceanid : Water
echinococcosis : Toxic
night : Dark
dendrobium : Nature
batfish : Animal
sandbag : Earth
heliogram : Light
bidens : Nature
hydrochlorothiazide : Toxic
overexploitation : Evil
phytolaccaceae: Nature
anacardiaceae: Nature
phlox: Nature
fumitory: Nature
ochotona : Animal
moth : Animal
submergence : Water
onomancy : Magic
gloominess : Dark
perinatologist : Healing
electricity : Electric
meadowlark : Animal
unholiness : Evil
malaclemys : Animal 
protohippus : Animal
matterhorn : Earth
agrobiology : Nature
geotropism : Nature
thermionics : Tech
malinois : Animal
shank : Piercing
digitization : Tech
falcon : Animal
taxodiaceae : Nature
berserker : Evil
aggro : Evil
gearset : Tech
sporangium : Nature
rhinotracheitis : Toxic
pustule : Toxic
tortoiseshell : Animal
linaceae : Nature
chrysothamnus : Nature
coccidium : Toxic
ice : Water
masher : Blunt
mortician : Death
euglenoid : Nature
chemosynthesis : Nature
carnivora : Animal
console : Tech
hypothermia : Water
synchromesh : Tech
knout : Blunt
lyrebird : Animal
animalization : Animal
plumber : Tech
wryneck : Animal
sparkle : Light
lion-hunter : Animal
basenji : Animal
perennation : Nature
mycotoxin : Toxic
gun : Blunt
pantograph : Tech
transistor : Tech
bloodstain : Life
phytotherapy : Nature
technicolor : Tech
marl : Water
willowherb : Nature
impalement : Piercing
mandrillus : Animal
perfection : Good
wainscot : Nature
pogostemon : Nature
pliers : Tech
respirator : Air
loch : Water
channel : Water
humanism : Light
chlorophyll : Nature
re-establishment : Nature 
bioscope : Tech 
pacification : Good 
vulpes : Animal 
smother : Fire 
swipe : Blunt 
colors : Light 
beryl : Earth 
calamagrostis : Nature 
crow : Animal 
sandbar : Earth
cebus : Animal 
electrophoridae : Electric 
fetoscopy : Healing
hybridoma : Tech 
geophysicist : Earth
rodent : Animal
barracuda : Water
machete : Cutting
falsehood : Evil
arsonist : Evil 
granddaughter : Life
aldehyde : Toxic
penlight : Light
capacitor : Tech
seedbed : Nature
kindling : Fire
warthog : Animal
birthrate : Life
pheromone : Nature
caltha : Nature
heatstroke : Fire
mildew : Toxic
carboniferous : Earth
needlewood : Piercing
synanceja: Water
duckweed: Life
gulag: Evil
ahimsa: Good
bee: Animal
cercopithecus: Animal
ichor: Toxic
borzoi: Animal
salvation: Light
pegmatite: Earth
bacitracin : Healing
pus : Toxic
aye-aye : Animal
gravimeter : Tech
lenitive : Healing
peirce : Piercing
arrow : Piercing
mastoidectomy : Healing
grison : Animal
anthericum : Nature
crosscut : Cutting
barograph : Tech
airiness: Air 
affusion: Water 
satureja: Nature 
topiary: Nature 
smash: Blunt 
hellfire : Fire
set-to : Blunt
autotype : Tech
anabantidae : Animal
foremother : Life
filly : Animal
pertusariaceae : Nature
gouger : Piercing 
conk : Blunt 
dorbeetle : Animal 
inlet : Water 
gymnophiona : Animal 
tulip : Nature 
self-induction : Electric 
aquaplane : Water
phosphorescence : Light
tetrachlorethylene : Toxic
sennenhunde : Animal
tower : Tech
gecko : Animal
turbulence : Air
hydromys : Animal
butterfly : Animal
affenpinscher : Animal
dipnoi : Animal
polemonium: Nature
sulfamethoxazole: Toxic 
cemetery: Death
werewolf: Animal
fencing: Piercing 
hydrozoan: Water
ascolichen : Nature
clematis : Nature
balm : Healing
lichen : Nature
palliation : Healing
point : Piercing
carpospore : Nature
torch : Fire 
decay : Death
poke : Blunt
sambucus : Nature
electrum : Electric
mimosaceae : Nature
ape-man : Animal
mephistopheles : Evil
cardiologist : Healing
lithosphere : Earth
immunoelectrophoresis : Healing
stomatitis : Healing
waterbuck : Animal
phyllium : Nature
stoma : Nature
bestiary : Animal
anubis : Dark
earring : Piercing
frail : Life
limbers : Animal
droppings : Nature
tectonics : Earth
horsepower : Animal
levitation : Magic
miner : Earth
grampus : Animal
paleobotany : Nature
colaptes : Animal
binturong : Animal
shear : Cutting
volcanology : Fire
portunidae : Animal
leptotyphlopidae : Animal
freemail : Tech
sidalcea : Nature
carassius : Animal
phyllocladus : Nature
wrench : Tech
alectoris : Animal
pitta : Animal
sciadopitys : Nature
lamprey : Animal
technophobe : Tech
beatification : Good
grewia : Life
milkwort : Nature
cotacachi : Nature
cobra : Animal
nuytsia : Nature
pangolin : Animal
coil : Electric
prednisolone : Healing
hippocampus : Animal
ziphiidae : Animal
irrigation : Water
sylph : Air
bullfinch : Animal
resurrection : Life
symbiosis : Nature
jewelry : Earth
ribbonfish : Water
theoterrorism : Evil
ore : Earth
dryas : Nature
cupressaceae : Nature
eden : Nature
locknut : Tech
glare : Light
apidae : Animal
bunchgrass : Nature
flatiron : Blunt
himmler : Evil
deutzia : Nature
counterterrorist : Tech
cutwork : Cutting
highjacker : Evil
brucine : Toxic
bombsight : Fire
pinguicula : Nature
spermatophyta : Nature
lobster : Animal
therapy : Healing
zygote : Life
oppression : Evil
heat : Fire
carcinoma : Toxic
bipedalism : Animal
aphyllanthes : Nature
suffragette : Good
incest : Evil
monodontidae : Animal
typhoeus : Air
gabbro : Earth
crab : Animal
aizoaceae : Nature
mousepad : Tech
papist : Evil
sloth : Animal
ballistocardiograph : Tech
underboss : Evil
spyware : Tech
creepy-crawlies : Animal
latrodectus : Animal
dendrite : Nature
wasp : Animal
brine: Water
waveguide: Electric
chinook: Air
hillside: Nature
softball: Blunt
polygonatum : Nature
verpa : Nature
medication : Healing
fireball : Fire
strelitziaceae : Nature
ptilonorhynchidae : Animal
moll : Animal
pollucite : Nature
curtisia : Nature
guardianship: Life
escalader: Cutting 
grossulariaceae: Nature 
heifer: Animal
poplar: Nature
bones: Death
calamintha: Nature
paradisaeidae: Animal
phloem: Nature
tipper: Blunt
leucothoe: Nature
rootstock : Nature
aptenodytes : Animal
homeopathy : Healing
acidosis : Toxic
treason : Evil
vermicide : Toxic
telerobotics : Tech
whacker : Blunt
barberry : Nature
wolfhound : Animal
gassing : Toxic
titaness : Light
catbird : Animal
scorcher : Fire
immorality : Evil
ripple : Water
gwydion : Magic
paraldehyde : Toxic
ceftriaxone : Tech
usurpation : Evil
pompeii : Fire
transferrin : Animal
tridacnidae : Animal
matrilineage : Life
solace : Healing
sap : Nature
ovibos : Animal
ciprofloxacin : Tech
electrocardiogram : Tech
sapindus : Nature
numerologist : Magic
mantispid : Animal
handbow : Piercing
driftfish : Water
annelida : Animal
iniquity : Evil
pademelon : Animal
ganoidei : Animal
variegation : Nature
spillway : Water
indri : Animal
arenavirus : Toxic
slaveholder : Evil
hell-kite : Evil
tomato : Nature
wirer : Tech
darlingtonia : Nature
picovolt : Electric
bodhisattva : Good
ultrasound : Tech
nephrotomy : Healing
soldierfish : Animal
cuterebra : Animal
winning : Good
bobcat : Animal
flare : Fire
mnemonist : Magic
elecampane : Nature
stump : Earth
television : Tech
salsola : Nature
piptadenia : Nature
palliative : Healing
ouse : Animal
mysidae : Animal
biodiversity : Nature
slammer : Blunt
bubo : Animal
tawse : Blunt
frost : Water
poephila : Animal
antelope : Animal
engraver : Cutting
sangoma : Healing
hoover : Tech
arbor : Nature
coniferales : Nature
fusee : Fire
cockateel : Animal
nycticorax : Animal
muffler : Tech
cathode : Electric
porpoise : Animal
gasification : Tech
snatcher : Evil
spallation : Cutting
farad : Electric
mouse : Animal
alteration : Magic
slain : Death
amalgamation : Magic
bane : Evil
fossil : Earth
hybrid : Nature
lockstitch : Tech
fistfight : Blunt
pelecanus : Animal
drill : Tech
armament : Cutting
gambusia : Animal 
tablefork : Piercing
innocent : Good
solvation : Water 
orphanage : Healing
coati : Animal
maul : Blunt
xylem : Nature
harmonium : Magic
unrighteousness : Evil
contamination : Toxic
tinamidae : Animal
lippizan : Animal
agonidae : Animal
instrumentality : Magic
shaper : Electric
innocence : Light
blackcock : Animal
nephthytis : Water
actinidiaceae : Nature
pipturus : Nature
elaphurus : Animal
basswood : Nature
fetus : Life
lophiidae : Animal
dichloride : Toxic
blenny : Animal
hacksaw : Cutting
flower : Nature
dinornis : Animal
mammea : Nature
icicle : Water
characin : Animal
skyrocket : Tech
adelgidae : Animal
peacekeeping : Good
alms-giving : Good
purulence : Toxic
hydrologist : Water
tsunami : Water
toxicity : Toxic
operations : Tech
pollinator : Animal
valve : Tech
cartilage : Earth
alpinia : Nature
canistel : Nature
alnus : Nature
lymphuria : Animal
schistosoma : Animal
urtica : Nature
bracken : Nature
hyssop : Nature
hen : Animal
laparoscopy : Tech
hevea : Nature
anatoxin : Toxic
laterite : Earth
phalangeridae : Animal
priestess : Magic
hematuria : Toxic
gekkonidae : Animal
polytheism : Magic
tichodroma : Animal
acupuncture : Healing
yearling : Animal 
cassowary : Animal
magic : Magic 
ballgame : Blunt
hydrozoa : Water
camelus : Animal
rhizobium : Nature
balsaminaceae : Nature
alternanthera : Nature
driftwood : Water
mesosphere : Air
wildcatter : Water
clowder : Animal
spiraea : Nature
eubacteria : Nature
drumlin : Earth
bushwhacker : Blunt
crystal : Nature
crosse : Cutting
humus : Earth
groundfish : Water
passerine : Animal
mollusca : Animal
crystallite : Earth
salmonberry : Nature
moppet : Animal
lagerstroemia : Nature
sedative : Healing
dirk : Cutting
curlew : Animal
hornpipe : Blunt
apterygidae : Animal
bitterroot : Nature
bribery : Evil
mastodon : Animal
accordion : Blunt
aquamarine : Water
candlelight : Light
seedcake : Nature 
arsenical : Toxic
salmon : Animal
molucella : Nature
extrusion : Tech
gymnadenia : Nature
jihad : Good
aerobe : Air
pongidae : Animal
germination : Life
protegee : Healing
imperialism : Evil
banger : Blunt
horsemanship : Animal
child : Life
cushaw : Nature
witchcraft : Magic
oxidation-reduction : Tech
thunder : Electric
plant : Nature
flourish : Nature
denunciation : Evil
crocodylidae : Animal
redeemer: Good
ranunculus: Nature
mesembryanthemum : Nature
cryostat : Tech
embiotocidae : Animal
infidelity : Evil
sustenance : Life
cowbell : Blunt
streambed : Water
connaraceae : Nature
dreamer : Light
tacker : Cutting
ferociousness : Evil
landslide : Earth
shears : Cutting
pick-off : Tech
coregonus : Animal
sink : Water
coot : Animal
pentlandite : Earth
corkscrew : Piercing
gardening : Nature
cockatoo : Animal
single-leaf: Nature
firebrick: Fire
hydrofoil: Water
laminator : Tech
custodian : Life
syringe : Healing
botanical : Nature
seascape : Water
kiln : Fire
pounder : Blunt
chameleon : Animal
undine : Water
periwinkle : Air
pancreatitis : Healing
ginkgoaceae : Nature
hydrazoite : Toxic
airframe : Tech
boat : Water
ophthalmoplegia : Healing
trachoma : Healing
calorimeter : Tech
megabyte : Tech
dutifulness : Good
cyprinus : Animal
balanidae : Animal
bone : Death
horsemint : Nature
bassariscidae : Animal
crowbar : Piercing
golfcart : Tech
naturopathy : Nature
azalea : Nature
caviidae : Animal
drink : Water
potato : Nature
caldron : Magic
autograft : Healing
skewer : Piercing
warbler : Animal
samaritan : Good
cuscus : Animal
chauna : Animal
guanaco : Animal
thanatopsis : Death
pigsticking : Blunt
osteopathy : Healing
acidification : Toxic
collider : Tech
internist : Healing
galeopsis : Nature
scab : Toxic
pipistrellus : Animal
tineola : Animal
aloe : Healing
scaffolding : Tech
begonia : Nature
blemish : Toxic
blackmail : Evil
picus : Animal
chimneystack: Fire
plunderer: Evil
haplopappus: Nature
propellant: Tech
fascioliasis: Animal
rivulet: Water
conjurer: Magic
fasciola: Animal
aquifer : Water
monogenesis : Nature
agua : Water
dendrolagus : Animal
soporific : Healing
nebule : Air
canebrake : Nature
feverroot : Nature
evangelism : Good
perjurer : Evil
magnum : Cutting
luminosity: Light
creole-fish : Water
hail : Water
prototherian: Animal
adapid : Animal
potamogeton : Water
lepidochelys : Animal
streptopelia : Animal
firefly : Light
hoist : Tech
mummy : Death
callicebus : Animal
backsaw : Cutting
leaflet : Nature
robbery : Evil
chub : Animal
unnaturalness : Evil
dryad : Nature
osmosis : Water
tankage : Tech
crex : Animal
anti-semite : Evil
diaphone : Electric
caw : Animal
deflagration : Fire
cane : Blunt
thimbleweed : Nature
betula : Nature
tinfoil : Tech
huisache : Nature
lamp : Light
musk : Animal
hippopotamidae : Animal
oblivion : Dark
panicle : Nature
wisdom : Good
dryopithecus : Animal
mule : Animal
amelioration : Healing
pipet : Tech
shellfire : Fire
euphrates : Water
videotape : Tech
embalmer : Death
acoraceae : Nature
system : Tech
urticaceae : Nature
mausoleum : Death
algorithm : Tech
goatfish : Animal
solanum : Nature
pisanosaur : Animal
zapper : Electric
castoroides : Animal 
marble : Earth 
thermostat : Tech
watertown : Water
davalliaceae : Nature
vitalness : Life
velvetleaf : Nature
foster-mother : Life
micrometer : Tech
tamarin : Animal
radioimmunoassay : Tech
violence : Evil 
accelerometer : Tech
truth : Good 
coxcomb : Blunt
eleocharis : Water
telpherage : Tech
megadermatidae : Animal
prefab : Tech
facsimile : Tech
engraulidae : Animal
hexagram : Magic
fire-eater : Fire
airfield : Air
hatchling : Animal
soapfish : Water
weigela : Nature
android : Tech
alkahest : Magic
gourd : Nature
games-master : Magic
fishpond : Water
medicine : Healing
silurian : Earth
truck : Tech
fluoroform : Toxic
pitsaw : Cutting
blastema : Nature
spreadsheet : Tech
oogenesis : Life
growling : Animal 
drummer : Blunt 
benefactress : Good 
leontocebus : Animal
archosargus : Animal
mallard : Animal
lidocaine : Toxic
cotyledon : Nature
amniocentesis : Healing
civet : Animal
heartleaf : Nature
ostrich : Animal
perforation : Piercing
sociopath : Evil
fecundity : Life
antheridium : Nature
stovepipe : Tech
workstation : Tech
assassination : Evil
canary : Animal
cascade : Water
vincristine : Toxic
matriarch : Life
aureolaria : Nature
glycoside : Toxic 
blastocyst : Life
aquarius : Water
hakea : Nature
fuse : Tech
terrapin : Animal 
typewriter : Tech
angledozer : Blunt
tormentor : Evil
leach : Water
buttercup : Nature
packrat : Animal
manatee : Animal
carriage : Tech
oecanthus : Animal
toxicodendron : Toxic
phyllostachys : Nature
wick : Light
apple : Nature
rabbitweed : Nature
spikemoss : Nature
haastia : Nature
monotreme : Animal
buckwheat : Nature
road : Tech
knotgrass : Nature
diapensia : Nature
ceratosaur : Animal
antiparticle : Tech
psilotaceae : Nature
ramrod : Blunt
tweeter : Electric
mangifera : Nature
pongamia : Nature
agelaius: Nature
prinia: Animal
rapier: Cutting
floodgate: Water
singlestick: Blunt
hyacinthoides: Nature
oilseed: Nature
bolo: Blunt
lawman: Good
rosmarinus: Nature
underground: Earth
modernity: Tech
mars: Fire
clitocybe: Nature
wings: Air
dropseed : Nature
mesohippus : Animal
choloepus : Animal
vespula : Animal
misgovernment : Evil
ornithischia : Animal
backswimmer : Animal
raccoon : Animal
fatality : Death
guppy : Animal
citrine : Earth
hewer : Cutting
gasmask : Tech
hoopoe : Animal
baton : Blunt
harvestman : Nature
slicer : Piercing
hagfish : Animal
insurgency : Evil
airship : Tech
babyrousa : Animal
grove : Nature
petaurus : Animal
jetliner : Tech
chopper : Cutting 
threadfin : Animal
rigel : Light 
dirt : Earth
kick : Blunt
agueweed : Nature
killer : Evil
rhabdovirus : Toxic
gravestone : Death
crucible : Fire
musket : Blunt
woodsia : Nature
bambuseae : Nature
hepaticopsida : Nature
plasmodiophoraceae : Nature
dybbuk : Evil
acaridae : Animal
jag : Piercing
thunderer : Electric
factory : Tech
buckskins : Animal
stamper : Tech
spur : Piercing
clergy : Good
fetoscope : Tech
stickpin : Piercing
newt : Animal
blackwater : Water
basidiospore : Nature
voodoo : Magic
dartboard : Piercing
viol : Light
raising : Life
parapsychologist : Magic
collinsonia : Nature
pipsissewa : Nature
halophyte : Nature
switcher : Tech
muhlenbergia : Nature
eschar : Fire
gentianaceae : Nature
puffin : Animal
holography : Tech
tarweed : Nature
brachiation : Animal
pomacentridae : Animal
motherwort : Nature
kalemia : Toxic
lampris : Water 
stitchwort : Nature 
mutineer : Evil 
hind : Animal 
leader : Light
groundbreaking : Earth 
frame-up : Evil 
cornstalk : Nature 
pounce : Animal 
apparition : Magic 
phlogopite : Earth
spermicide : Toxic
tursiops : Animal
hemigrammus : Animal
sphagnum : Nature
spadefish : Animal
trapshooter : Tech
cyprinodont : Animal
hogfish : Animal
shard : Cutting
wavelength : Electric
cladode : Air
ancestry : Life
origin : Nature
drone : Tech
monstera : Evil
haven : Good
preservationist : Healing
occult : Dark
toadfish : Animal
highlighter : Light
walrus : Animal
penguin : Animal
brunt : Blunt
pyrostat : Fire
mineralogist : Earth
shareware : Tech
campstool : Blunt
pulex : Animal
pulsar : Electric
waterproof : Water
leiopelma : Animal
cyberpunk : Tech
savanna : Nature
zooid : Animal
hue : Light
rice : Nature
ephedraceae : Nature
charadrii : Animal
bevatron : Tech
mutillidae : Animal
lythraceae : Nature
hill : Earth
dactyloscopidae : Animal
pika : Electric
butterbur : Nature
antifreeze : Toxic
ishtar : Magic
desmodontidae : Animal
solenichthyes : Water
cybercafe : Tech
dasyatis : Water
holocaust : Evil
parathelypteris : Nature
aerie : Air
craw : Animal
goldfish : Animal
auxin : Nature
pike-perch : Animal
ancylostomatidae : Animal 
bosch : Tech 
fluoride : Toxic 
contract : Good 
theurgy : Magic 
dabchick : Animal 
monopolist : Evil 
anchusa : Nature 
snook : Animal 
barrage : Fire
methane : Fire
magician : Magic
adapa : Nature
ironweed : Electric
cycad : Earth
gooseberry : Nature
antidorcas : Animal
grosbeak : Animal
strymon : Nature
rabbitwood : Nature
halibut : Water
cobol : Tech
meridian : Earth
corruptness : Evil
anarhichas : Animal
nazi : Evil
platanaceae : Nature
fishhook : Piercing
deer : Animal
elaeocarpus : Nature
hypnotism : Magic
prayer : Healing
autophyte : Nature
inquisition : Evil
endodontics : Healing
impoundment : Water
briarwood : Nature
instigator : Evil
dynamiter : Fire
petrocoptis : Nature
scylla : Dark
desalination : Water
insidiousness : Evil
oryzopsis : Nature
primate : Animal
liquefaction : Water
goblin : Evil 
robin : Animal
spilogale : Animal
bluefish : Animal
synchrotron : Tech
azure : Light
caesalpinioideae : Nature
babesiidae : Animal
thiotepa : Toxic
reprobate : Evil
spammer : Tech
ribbing : Blunt
cornhusk : Earth
psilotales : Nature
four-hitter : Blunt
rangeland : Nature
storm : Air
atlantic : Water
onychogalea : Animal
melanerpes : Animal
lifer : Life
bombycillidae : Animal
trichiuridae : Animal
keelboat : Water
terrarium : Nature
kanamycin : Toxic
sulfonate : Toxic
chanterelle : Nature
nichrome : Electric
araucaria : Nature
habitat : Nature
manticore : Animal
snowberry : Toxic
pomeranian : Animal
hoatzin : Animal
casuaridae : Animal
dazzle : Light
crowberry : Nature
emu : Animal
fatigability : Life
surfbird : Animal
booby : Animal
weka : Animal
amphibian : Animal
interferometer : Tech
telomerase : Life
nyctophobia : Dark
erignathus : Animal
courser : Animal
egotist : Evil
insurrectionism : Evil
lutefisk : Water
ailurophobia : Animal
petauristidae : Animal
bootstrap : Tech
fireweed : Fire
tamias : Animal
killing : Death
subjugator: Evil
bernstein: Earth 
brilliance: Light 
crookes: Electric 
blacksmith: Tech 
gastrula: Life 
trichomonad: Toxic 
insulator: Tech 
totipotency: Life 
apiary: Animal 
baraka: Magic
mahatma : Good 
peacekeeper : Light 
bayonet : Piercing 
narco-state : Evil 
pervert : Evil 
vinegariness : Water 
monotropaceae : Nature
orthoptera : Animal
rape : Evil 
natantia : Animal
cloverleaf : Nature
wombat : Animal
clover : Nature
colt : Animal
pipit : Nature
ahuehuete : Nature
actitis : Animal
catacala : Animal
impala : Animal
bull : Animal
peregrine : Animal
plumule : Nature
lionfish : Animal
caprifoliaceae : Nature
tularemia : Toxic
opacity : Light
video : Tech
photocoagulator : Tech
leptoptilus : Animal
bellicosity : Evil
meadowgrass : Nature
crystallographer : Earth
atherinidae : Animal
carchariidae : Animal
threat : Evil
congealment : Water
hematite : Earth
umbra : Dark
tent-fly : Air
piety : Good
cyberart : Tech
churchgoer : Good
dialyzer : Tech
polygonia : Nature
guitar : Blunt
timaliidae : Animal
potoroo : Animal
muton : Evil
lofortyx : Animal
onobrychis : Nature
duckpins : Blunt
goldenseal : Nature
solenidae : Water
shepherd : Animal
beachhead : Tech
mezereon : Toxic
mussel : Animal
electromyography : Tech
bisection : Cutting
gorgerin : Nature
plasmodium : Toxic
crotophaga : Animal
fireplace : Fire
murderer : Evil 
muskwood : Nature
cactaceae : Nature
avocet : Animal 
bonasa : Animal
allamanda : Nature 
hyracoidea : Animal
footcandle : Light
pennisetum : Nature
amorphophallus : Nature
tractor : Tech
platinum : Earth
cyclostyle : Tech
monomorium : Animal
koran : Light
grimm : Dark
regosol : Earth
pounding : Blunt
birthright : Life 
kestrel: Animal
panzer: Tech
agamid: Animal
alternator: Tech
rosidae: Animal
shaman: Magic
seaworthiness: Water
atomizer: Tech
religion: Healing
backwoods: Nature
poodle : Animal
impact : Blunt
bovinae : Animal
herbicide : Toxic
microelectronics : Tech
radiotelephone : Tech
nitrate : Toxic
luxor : Light
almoner : Healing
weathervane : Air
vapor : Water
brewing : Magic
modifier : Tech
database : Tech
caitiff : Evil
siamang : Animal
corer : Piercing
heaven : Good
corn : Earth
ratite : Animal
rescuer : Healing
cutler : Cutting
veneridae : Animal
rockfish : Water
starship : Tech
sewage : Toxic
thripidae : Animal
anadenanthera : Nature
impeller : Tech
droplet : Water
rootage : Nature
deceiver : Evil
girlhood : Life
flounder : Water
knight : Good
withers : Death
torquemada : Evil
demineralization : Nature
cockspur : Piercing
bunco : Evil
tench : Nature 
sarracenia : Nature 
sandiness : Earth 
pithecia : Animal 
sword-cut : Cutting 
arnoseris : Nature 
chlorosis : Toxic 
astroloma : Nature 
lepidobotrys : Nature 
